"","Player.Name","Player.ID","Salary","PTS","REB","AST","BLK","WAR","PER","WS","WS.48","BPM","VORP","eFG","OR.","TO.","FTr","Usage","Rookie.Scale.","Max","Age","Under.27","X27.33","Over.33","salary_pred","salary_diff"
"49","Chris Boucher","bouchch01",1588231,348,242,23,52,2,20.1,3.3,0.2,1.6,0.7,0.512,14,7,0.4,19.4,1,0,27,1,0,0,8141604.59546707,-0.298244974869281
"50","Avery Bradley","bradlav01",4767000,387,107,58,5,0.4,9.1,1.6,0.1,-2.4,-0.1,0.526,1.7,10.7,0.1,15.7,0,0,29,0,1,0,7720701.2793861,0.122364468211544
"51","Tony Bradley","bradlto01",1962360,214,200,15,20,1,21.2,2.4,0.2,0.9,0.4,0.668,19.3,11.8,0.3,16.1,1,0,22,1,0,0,-231482.071310253,1.01102762768763
"52","Ignas Brazdeikis","brazdig01",898310,17,5,4,1,-0.3,3.3,-0.1,-0.1,-9,-0.1,0.295,3.9,7.6,0.2,21,1,0,21,1,0,0,9131738.68815365,-0.525564643301395
"53","Mikal Bridges","bridgmi01",4161000,518,239,107,36,3.5,12.7,3.8,0.1,1,1.2,0.585,3.6,12.5,0.3,12.4,1,0,23,1,0,0,8696961.80219027,-0.0934329561788328
"54","Miles Bridges","bridgmi02",3755400,813,347,107,46,-0.6,12.4,1.7,0,-2.3,-0.1,0.489,4.6,10.5,0.2,20,1,0,21,1,0,0,11655979.8537703,-0.586820104852482
"55","Ryan Broekhoff","broekry01",1443842,71,43,11,4,0.4,13.1,0.4,0.1,0.8,0.1,0.542,3,8.8,0.1,16.3,1,0,29,0,1,0,6181888.79232809,-0.0178538125968457
"56","Malcolm Brogdon","brogdma01",20000000,784,226,343,8,2.4,17.8,3.5,0.1,1.6,1.3,0.485,3,13.6,0.2,25.2,1,0,27,1,0,0,18952112.4206677,0.13282149826172
"57","Dillon Brooks","brookdi01",1618520,971,204,123,25,0.8,11.3,1,0,-4.3,-1,0.474,3.5,9.7,0.2,25,1,0,24,1,0,0,10788347.92598,-0.695428628578198
"58","Bruce Brown","brownbr01",1416852,496,265,217,29,2.3,11.9,2.1,0.1,-1.2,0.3,0.48,4.2,16.7,0.3,16,1,0,23,1,0,0,11357344.0273425,-0.804189028769039
"59","Jaylen Brown","brownja02",6534829,1022,318,109,16,2.8,17.1,4.5,0.1,0.9,1.3,0.559,3.4,11.8,0.3,24.7,1,0,23,1,0,0,17385251.9441778,-1.14187642098431
"60","Sterling Brown","brownst02",1618520,207,159,43,6,0.6,9.2,1,0.1,-2.2,0,0.45,4.4,13.4,0.2,16.7,1,0,24,1,0,0,9016272.58942345,-0.427225134670918
"61","Troy Brown","browntr01",3219480,567,309,135,5,1.3,13.9,2.1,0.1,-1.2,0.3,0.502,4.4,10.5,0.2,17,1,0,20,1,0,0,9982985.78373357,-0.393784567884518
"62","Jalen Brunson","brunsja01",1416582,466,134,188,4,2.5,15,2.3,0.1,-0.8,0.3,0.522,2.3,13.6,0.2,20.4,1,0,23,1,0,0,10703991.5341056,-0.70533448389368
"63","Thomas Bryant","bryanth01",7936508,433,240,69,32,-0.3,20.3,2.6,0.2,1.3,0.7,0.635,8.8,12.1,0.3,18.3,1,0,22,1,0,0,7293501.47815037,0.542887077593017
"64","Reggie Bullock","bullore01",4000000,224,63,37,1,0.5,9.6,0.5,0,-3,-0.2,0.484,2,7.5,0.1,15.6,0,0,28,0,1,0,6237013.86204118,0.260803259992017
"65","Trey Burke","burketr01",2028594,147,35,53,1,0.6,15.4,0.9,0.1,-0.5,0.1,0.528,5,8.2,0.1,19.3,0,0,27,1,0,0,6442517.87873637,0.00835476256767187
"66","Alec Burks","burksal01",2320044,873,254,166,17,1.7,15.9,2.9,0.1,-0.3,0.6,0.475,2.8,9.5,0.4,23.8,0,0,28,0,1,0,16445299.5286972,-1.47284221261884
"67","Deonte Burton","burtode02",1416852,92,47,11,10,-0.6,5.9,-0.3,0,-5.8,-0.3,0.419,2.4,11.3,0.1,19.3,1,0,26,1,0,0,9034252.509348,-0.452589269470305
"68","Jimmy Butler","butleji01",32742000,1056,351,325,29,8.1,23.4,8.1,0.2,5.3,3.3,0.474,6.2,11.2,0.7,25.2,0,1,30,0,1,0,25507394.8248113,0.57132588683667
"69","Bruno Caboclo","cabocbr01",1845301,68,49,11,14,0.2,12.6,0.3,0.1,-1.9,0,0.442,10.6,10.2,0.1,16.7,0,0,24,1,0,0,3978493.99899853,0.360704859010288
"70","Kentavious Caldwell-Pope","caldwke01",8089282,581,124,101,12,2,11.7,3.6,0.1,-0.3,0.7,0.565,2.6,9.8,0.2,14.8,0,0,26,1,0,0,7565522.03274775,0.518869938897888
"71","Vlatko Čančar","cancavl01",1517981,17,10,3,1,0.1,11.4,0.1,0.1,-4.6,0,0.433,12.4,15.2,0.3,19.1,1,0,22,1,0,0,4656677.92037611,0.221310936595983
"72","Clint Capela","capelca01",16456522,543,537,48,72,3.9,20.7,5,0.2,1.6,1.2,0.629,13.7,12.7,0.3,16,0,0,25,1,0,0,11707838.6852544,0.831387344926497
"73","DeMarre Carroll","carrode01",6842307,54,43,16,4,0.1,6.5,-0.1,0,-6.1,-0.2,0.454,5.1,18.6,0.7,15.8,0,0,33,0,0,1,9174484.62836297,0.135345718293649
"74","Jevon Carter","carteje01",1416852,204,85,63,11,0.8,10.3,1,0.1,-0.6,0.2,0.512,3.6,12.6,0.1,13.9,1,0,24,1,0,0,5746798.04847062,0.0449667623075001
"75","Michael Carter-Williams","cartemi01",2028594,249,133,94,19,2.1,14.4,1.3,0.1,-0.5,0.3,0.475,5.9,14.6,0.4,18.4,0,0,28,0,1,0,10542366.1886552,-0.612157028622205
"76","Vince Carter","cartevi01",2564753,271,120,46,25,-0.6,7.4,-0.3,0,-4.4,-0.5,0.452,2.2,9.4,0.1,16.6,0,0,43,0,0,1,11887056.0676249,-0.755476911896356
"77","Wendell Carter","cartewe01",5201400,452,390,48,36,0.6,15.8,3.2,0.1,-2.2,0,0.542,11.6,14.9,0.4,16.4,1,0,20,1,0,0,7763760.13031118,0.164621066860096
"78","Alex Caruso","carusal01",2750000,305,107,99,16,3,11.2,2.2,0.1,0,0.5,0.496,1.5,13.6,0.3,13.9,1,0,25,1,0,0,8532349.77471958,-0.226943161089415
"79","Willie Cauley-Stein","caulewi01",2177483,375,301,67,60,1.9,16.8,2.8,0.1,0.3,0.6,0.579,8,10.8,0.2,14.4,0,0,26,1,0,0,8067784.94189521,-0.220912352449435
"80","Tyson Chandler","chandty01",2564753,34,66,6,8,-0.1,10.8,0.6,0.1,-1.3,0,0.778,11.9,25.2,0.7,6,0,0,37,0,0,1,-1029000.80076718,1.19936750591452
"81","Wilson Chandler","chandwi01",2564753,191,133,35,12,0.6,7.7,0.7,0,-2.7,-0.1,0.505,1.6,15,0.1,13,0,0,32,0,1,0,8922580.76841667,-0.306803756501925
"82","Brandon Clarke","clarkbr01",2478840,602,292,72,42,2.3,21.8,4.4,0.2,3.4,1.5,0.648,7.7,9.3,0.2,19,1,0,23,1,0,0,10494005.8639932,-0.554284986514846
"83","Jordan Clarkson","clarkjo01",13437500,912,160,118,15,3.1,18.1,3.4,0.1,1.8,1.4,0.551,3.5,9.1,0.2,25.5,0,0,27,1,0,0,15791528.3605831,-0.125648519862627
"84","Nicolas Claxton","claxtni01",898310,66,44,16,8,0.1,14.9,0.5,0.1,-0.6,0.1,0.573,10.7,13.6,0.4,14.8,1,0,20,1,0,0,513182.522148117,0.778853305796943
"85","John Collins","collijo01",2686560,782,372,56,60,1,23.2,4.2,0.2,3,1.5,0.632,9,10.1,0.2,22.7,1,0,22,1,0,0,13602389.2388764,-1.00141623903655
"86","Zach Collins","colliza01",4240200,27,12,6,2,0.4,9,0.1,0,-1.8,0,0.553,4.9,21.7,0.3,13.6,1,0,22,1,0,0,4114700.53707025,0.608984422062946
"87","Mike Conley","conlemi01",32511623,517,123,162,4,0.3,13.4,1.8,0.1,-0.3,0.5,0.488,2.7,12.4,0.2,23,0,1,32,0,1,0,14960568.8131222,2.14172109580231
"88","Pat Connaughton","connapa01",1723050,291,245,92,30,0.7,11.5,3,0.1,0.9,0.8,0.54,5.3,14.5,0.1,11.9,0,0,27,1,0,0,9127069.88213045,-0.432257881241153
"89","Quinn Cook","cookqu01",3000000,183,40,40,1,0.3,10.5,0.4,0,-3.3,-0.1,0.512,1.9,12.4,0.1,20.8,1,0,26,1,0,0,9057240.90347707,-0.27831590716375
"90","Robert Covington","covinro01",11301219,752,380,71,72,3.9,13.8,3.3,0.1,0.4,1,0.546,3,11.8,0.2,17.4,0,0,29,0,1,0,15732863.1294415,-0.356626849187099
"91","Allen Crabbe","crabbal01",17818456,172,77,33,4,-1.2,6,-0.1,0,-5.2,-0.5,0.458,1.8,8.5,0.1,12.7,0,0,27,1,0,0,4647808.66625165,2.05283765090994
"92","Torrey Craig","craigto01",2100000,242,154,31,31,0.4,10.7,1.7,0.1,-2,0,0.548,6.1,9,0.1,12.2,1,0,29,0,1,0,4383775.63101668,0.327962597171656
"93","Jae Crowder","crowdja01",7815533,592,343,144,19,1.2,12.1,3.1,0.1,-0.7,0.5,0.494,3.1,9.9,0.2,15.6,0,0,29,0,1,0,13239279.5026886,-0.370588891349839
"94","Jarrett Culver","culveja01",5813640,551,204,105,38,-0.8,9.5,-0.2,0,-4,-0.7,0.462,4.7,11.5,0.2,19.2,1,0,20,1,0,0,7528284.54294176,0.269001351112191
"95","Seth Curry","curryse01",7441860,727,138,119,8,1.5,16,4.3,0.1,1.4,1.3,0.628,1.9,9.5,0.2,18.6,0,0,29,0,1,0,11314469.8740614,-0.121224320080544
"96","Stephen Curry","curryst01",40231758,104,26,33,2,0.5,21.7,0.3,0.1,3.6,0.2,0.476,3,14.6,0.3,33.6,0,1,31,0,1,0,18525944.6879891,2.46890281312146
"97","Troy Daniels","danietr01",2028594,174,46,14,3,-0.1,9,0.7,0.1,-2.1,0,0.516,2.9,5.1,0.1,16.2,0,0,28,0,1,0,5296488.41234554,0.181806252279159
"98","Anthony Davis","davisan02",27093019,1381,493,168,130,7.3,28.4,9.8,0.3,8.6,4.8,0.544,7.3,10.1,0.5,29.7,0,1,26,1,0,0,31374498.9335879,-0.950916118965913
"99","Ed Davis","davised01",4767000,33,95,8,9,-0.3,7.3,0.4,0.1,-3.8,-0.1,0.412,12.4,25.1,0.3,8.5,0,0,30,0,1,0,4956648.96096612,0.540703617710286
"100","Terence Davis","daviste02",898310,495,214,107,12,3.4,15,3.2,0.1,1.8,1,0.575,4.6,13.6,0.1,18.9,1,0,22,1,0,0,11015987.6471225,-0.810745608106542
"101","Dewayne Dedmon","dedmode01",13333334,219,211,19,38,0.1,8.9,0.1,0,-5.9,-0.6,0.443,8.5,17.4,0.1,18.2,0,0,30,0,1,0,10190782.673116,0.710328449981346
"102","Matthew Dellavedova","dellama01",9607500,148,65,147,1,0.9,7.1,-0.1,0,-6.1,-0.7,0.414,2.4,23.6,0.2,13,0,0,29,0,1,0,8648814.32234002,0.525376162383598
"103","DeMar DeRozan","derozde01",27739975,1290,326,315,14,2.8,21.4,6,0.1,1.7,1.9,0.53,2,11.5,0.4,26.6,0,1,30,0,1,0,22952470.567097,0.39639627041791
"104","Cheick Diallo","diallch01",1678854,195,114,20,11,0.4,16.7,1.2,0.1,-1,0.1,0.653,6.5,16.4,0.3,16.7,1,0,23,1,0,0,4496147.770277,0.263669659959961
"105","Hamidou Diallo","diallha01",1416852,218,117,21,7,-0.1,8.3,0.1,0,-4.9,-0.5,0.468,4.8,13.4,0.2,17.4,1,0,21,1,0,0,6084918.4908464,-0.00620774598562812
"106","Gorgui Dieng","dienggo01",16229213,416,320,64,54,2.5,17.8,2.7,0.1,1.9,0.9,0.535,8.8,12.7,0.2,17.7,0,0,30,0,1,0,12916512.6679641,0.6229328168784
"107","Spencer Dinwiddie","dinwisp01",10600000,1252,214,410,21,3.6,17.9,4.7,0.1,1.8,1.8,0.476,1.7,12.5,0.4,29.2,0,0,26,1,0,0,22355808.2837643,-1.43774064419309
"108","Donte DiVincenzo","divindo01",2905800,521,279,128,17,4.4,14.7,4.3,0.2,1.9,1.3,0.546,4.6,12.9,0.2,16.9,1,0,23,1,0,0,12480206.2400702,-0.806958087111803
"109","Luka Dončić","doncilu01",7683360,1426,475,439,10,7.9,27.7,7.5,0.2,8.5,4.4,0.531,4.1,14.6,0.4,37,1,0,20,1,0,0,34937464.5768203,-3.66944799350038
"110","Damyean Dotson","dotsoda01",1618520,317,88,57,4,0.5,11.1,1,0.1,-1.4,0.1,0.516,1.2,6.5,0.1,16.5,1,0,25,1,0,0,6680340.96727257,-0.0736820263926992
"111","Sekou Doumbouya","doumbse01",3285120,228,113,15,8,-1.6,6.2,-0.3,0,-6.7,-0.8,0.449,3,12,0.2,16.9,1,0,19,1,0,0,5167791.50181468,0.342364718851796
"112","Goran Dragić","dragigo01",19217900,839,156,262,8,1.5,16.6,3.3,0.1,0.2,0.8,0.526,2,14.9,0.3,25.7,0,0,33,0,0,1,18239871.044915,0.152806581336409
"113","Andre Drummond","drumman01",27093019,961,840,149,89,1.5,21.9,4.1,0.1,1,1.4,0.536,14.9,18.2,0.4,25.9,0,1,26,1,0,0,25668189.4675917,-0.0872665299646185
"114","Jared Dudley","dudleja01",2564753,58,43,19,3,0.4,7.4,0.7,0.1,-0.8,0.1,0.56,1.8,10.5,0,7.7,0,0,34,0,0,1,3407137.03659859,0.527958315294128
"115","Kris Dunn","dunnkr01",5348007,373,186,173,17,3.4,12.1,2.2,0.1,-0.6,0.4,0.487,1.9,15.7,0.2,14.6,1,0,25,1,0,0,10543912.9390632,-0.239694153527594
"116","Carsen Edwards","edwarca01",1200000,106,43,22,3,-0.4,6.5,0.1,0,-5,-0.2,0.42,2.1,11.2,0.1,18.1,1,0,21,1,0,0,7336730.46140431,-0.220017115055678
"117","Wayne Ellington","ellinwa01",7804878,168,53,34,4,0.6,8.7,0.4,0,-2.7,-0.1,0.494,0.7,9.1,0.1,15,0,0,32,0,1,0,7762073.14642499,0.457189634150109
"118","Joel Embiid","embiijo01",27504630,1001,506,134,58,4.8,25.7,5.4,0.2,5.2,2.3,0.514,10.1,13.4,0.5,32.6,1,1,25,1,0,0,26605955.8880868,-0.182982570112856
"119","James Ennis","ennisja01",1882867,353,190,49,20,0.6,11.9,2.1,0.1,-2.4,-0.1,0.515,6.3,11.6,0.3,15.2,0,0,29,0,1,0,7492017.65923777,-0.16684889780224
"120","Jacob Evans","evansja02",1925880,128,41,31,12,-0.7,5.5,-0.5,-0.1,-7.2,-0.5,0.384,2.3,14.6,0.2,17.5,1,0,22,1,0,0,7806428.83850706,-0.209605597958504
"121","Dante Exum","exumda01",9600000,159,67,40,8,0.4,10.4,0.4,0,-3,-0.1,0.534,2.8,18.4,0.4,15,0,0,24,1,0,0,6523894.2293818,0.846140603786408
"122","Derrick Favors","favorde01",17650000,400,432,74,42,2.6,19.2,3.7,0.2,1.2,0.8,0.621,14.1,13.3,0.2,14.4,0,0,28,0,1,0,8847788.70460591,1.39825702988654
"123","Cristiano Felício","feliccr01",8156500,86,102,16,2,-0.6,12.9,1,0.1,-3,-0.1,0.63,15,21.9,0.4,9.1,0,0,27,1,0,0,-1004368.12484752,1.82346939163894
"124","Terrance Ferguson","fergute01",2475840,205,70,44,16,-0.5,4.2,0.7,0,-4.1,-0.6,0.487,2.3,12.6,0.1,9,1,0,21,1,0,0,927576.298914193,0.893256709684303
"125","Bruno Fernando","fernabr01",1400000,234,189,46,17,0.1,12.3,0.8,0.1,-4.1,-0.4,0.53,10,15.9,0.3,15.3,1,0,21,1,0,0,3901937.86504529,0.322294129876565
"126","Yogi Ferrell","ferreyo01",3150000,183,48,59,4,0.6,10.7,0.4,0,-2.5,-0.1,0.453,1.4,11.9,0.2,18.9,1,0,26,1,0,0,9294800.63667463,-0.297428861753238
"127","Dorian Finney-Smith","finnedo01",4000000,582,348,97,37,2.8,12.2,4.4,0.1,-0.1,0.9,0.577,7,11.2,0.2,12.7,1,0,26,1,0,0,9290641.3803817,-0.201363078320553
"128","Bryn Forbes","forbebr01",2875000,672,121,106,0,-0.1,11.1,1.4,0,-2.7,-0.3,0.544,0.8,8.4,0.2,18.6,1,0,26,1,0,0,7737511.97631787,-0.0926097617737992
"129","Evan Fournier","fournev01",17000000,1149,157,193,14,2.8,16.7,4.4,0.1,1.2,1.6,0.564,0.9,11.1,0.2,24.2,0,0,27,1,0,0,16828857.8355654,0.117342019694843
"130","De'Aaron Fox","foxde01",6392760,878,172,289,23,1.9,20.1,3.2,0.1,1.6,1.2,0.509,2.3,14.6,0.4,29.6,1,0,22,1,0,0,18884005.5973539,-1.38466391469343
"131","Melvin Frazier","frazime01",1416852,18,4,1,2,0.1,7.5,0,0,-4.5,0,0.471,2,13.8,0.2,18.5,1,0,23,1,0,0,7650274.56592448,-0.243124292299478
"132","Tim Frazier","fraziti01",1882867,97,33,93,4,0.3,9.8,0.1,0,-4.6,-0.2,0.415,2.8,25.6,0.3,17.3,0,0,29,0,1,0,11987146.6870312,-0.847186401489271
"133","Markelle Fultz","fultzma01",9745200,716,204,318,9,0.9,14,2.3,0.1,-1.9,0,0.496,2,15.1,0.2,20.7,1,0,21,1,0,0,11733902.6565286,0.0739089089147941
"134","Wenyen Gabriel","gabriwe01",898310,47,39,8,6,-0.3,6.7,0,0,-5.7,-0.2,0.5,9.1,22.6,0.4,14.5,1,0,22,1,0,0,4027041.27837729,0.247030997751807
"135","Daniel Gafford","gaffoda01",898310,204,99,17,50,0.2,16.4,1.7,0.1,-1.3,0.1,0.701,9,15.3,0.4,13.3,1,0,21,1,0,0,-234563.496501549,0.892024620029441
"136","Danilo Gallinari","gallida01",22615559,1017,295,111,4,4.3,19.6,5.6,0.2,3.4,2.2,0.549,2.2,7.5,0.4,24.4,0,0,31,0,1,0,20908461.210203,0.130397901125084
"137","Langston Galloway","gallola01",7333333,641,141,96,10,1.8,12,2.9,0.1,-1.1,0.4,0.557,2.2,6.5,0.2,15.9,0,0,28,0,1,0,7744996.24830834,0.406830103084807
"138","Darius Garland","garlada01",6400920,728,111,229,4,-2.8,8.6,-1.4,0,-5.7,-1.7,0.476,1.6,17.1,0.1,20.7,1,0,20,1,0,0,6385937.20898223,0.507834160497425
"139","Marc Gasol","gasolma01",25595700,272,226,122,33,2.4,12,2.7,0.1,1.9,1,0.528,3.2,14.6,0.2,12.7,0,1,35,0,0,1,12919027.0558764,1.67420247414024
"140","Rudy Gay","gayru01",14000000,550,303,99,26,0.8,14.1,1.3,0.1,-1.5,0.2,0.5,4.7,12.4,0.2,21.3,0,0,33,0,0,1,15719707.44332,-0.0516220664952929
"141","Paul George","georgpa01",33005556,834,234,154,19,4,20.1,3.5,0.1,4.1,1.8,0.53,1.9,13,0.3,29.6,0,1,29,0,1,0,22803175.8054558,1.01020080462129
"142","Taj Gibson","gibsota01",9800000,352,254,51,25,-0.2,15.9,2.3,0.1,-1.2,0.2,0.591,11.2,13.1,0.2,14.8,0,0,34,0,0,1,7560979.55240777,0.711633398868501
"143","Harry Giles","gilesha01",2578800,257,149,47,14,-0.4,16.8,1.4,0.1,-0.9,0.2,0.56,6.3,13.4,0.2,19.6,1,0,21,1,0,0,7439065.63957135,-0.0806966636600464
"144","Shai Gilgeous-Alexander","gilgesh01",3952920,1198,381,203,45,3.8,17.7,5.3,0.1,1.5,1.9,0.514,2.3,9.8,0.3,23.7,1,0,21,1,0,0,19761537.6678791,-1.79141863876757
"145","Rudy Gobert","goberru01",25008427,909,827,88,118,9.6,22,9.6,0.2,3.8,3,0.698,11.3,15.2,0.7,16.1,0,0,27,1,0,0,22439897.6608663,0.167281465590061
"146","Aaron Gordon","gordoaa01",19863636,791,414,198,32,0.5,14.8,3.2,0.1,-0.3,0.8,0.479,5.6,10.3,0.3,20.6,0,0,24,1,0,0,16024981.5430941,0.560531903700597
"147","Eric Gordon","gordoer01",14057730,478,63,51,12,-0.1,10.6,0.8,0,-3.3,-0.3,0.475,0.9,6.9,0.2,22.1,0,0,31,0,1,0,10739310.5105852,0.708642512551318
"148","Devonte' Graham","grahade01",1416852,1065,207,449,15,4.3,15.3,2.9,0.1,0.2,1.1,0.495,2,14.5,0.2,24.8,1,0,24,1,0,0,17522545.4195533,-1.73729188276286
"149","Treveon Graham","grahatr01",1678854,223,138,39,6,-0.3,6.3,0.1,0,-5.7,-0.8,0.428,5.7,9.8,0.2,13.1,1,0,26,1,0,0,4180439.55704388,0.31145207874182
"150","Jerami Grant","grantje01",9346153,707,216,75,51,-0.4,14,3.7,0.1,-0.5,0.6,0.55,3.5,8,0.3,17.8,0,0,25,1,0,0,9787780.23952798,0.323650228019784
"151","Danny Green","greenda02",14634146,489,198,80,28,4.2,11.4,3.3,0.1,0.8,1,0.552,3.2,10.8,0.1,13.8,0,0,32,0,1,0,10920084.7011314,0.74600117211084
"152","Draymond Green","greendr01",18539130,345,266,266,33,1.6,12.5,1.2,0,-0.3,0.5,0.446,2,21.8,0.3,15.7,0,0,29,0,1,0,15973585.3546474,0.419597859793625
"153","JaMychal Green","greenja01",4767000,341,331,40,20,0,10.6,2.5,0.1,-0.9,0.3,0.536,7,12.3,0.1,13.5,0,0,29,0,1,0,9632257.07424235,-0.166949384536612
"154","Javonte Green","greenja02",898310,127,77,22,7,0,12.5,1,0.1,-0.6,0.1,0.531,4.7,13.7,0.4,13.6,1,0,26,1,0,0,5191101.02115138,0.0708506268114325
"155","Jeff Green","greenje02",2564753,296,98,29,14,-0.1,11.7,1.1,0.1,-1,0.2,0.536,3.4,10.9,0.3,18.9,0,0,33,0,0,1,10311786.9980471,-0.517060034470706
"156","Blake Griffin","griffbl01",34234964,279,84,59,7,-0.1,11.9,-0.1,0,-4.2,-0.3,0.406,3.7,12,0.4,28.4,0,1,30,0,1,0,15536231.1200304,2.24808788157629
"157","Marko Guduric","gudurma01",2625000,170,70,44,8,-0.5,9.1,0.2,0,-3.2,-0.1,0.477,3.1,17.9,0.2,17.6,1,0,24,1,0,0,8749950.73018858,-0.273911799498533
"158","Rui Hachimura","hachiru01",4469160,533,227,63,5,-1.4,14.7,1.7,0.1,-2.7,-0.2,0.5,5.5,7.5,0.2,18.7,1,0,21,1,0,0,7308247.3163431,0.15134847771708
"159","Tim Hardaway","hardati02",18150000,934,182,119,4,4.7,15,3.9,0.1,0.2,0.9,0.554,1.4,6.6,0.2,21.7,0,0,27,1,0,0,13038205.7471641,0.820176654926329
"160","James Harden","hardeja01",37800000,2006,367,423,52,13.5,28.6,11.1,0.3,9.4,6.1,0.533,3,13.8,0.5,36.4,0,1,30,0,1,0,39948434.7842383,-1.04642262216265
"161","Maurice Harkless","harklma01",11511234,333,232,60,33,0.1,9.8,2.6,0.1,-0.5,0.5,0.562,4.1,14.5,0.2,10.7,0,0,26,1,0,0,7298512.39465415,0.943491678441497
"162","Montrezl Harrell","harremo01",6000000,1139,433,104,70,5.7,23.1,6.8,0.2,2.9,2.1,0.58,9.9,10.1,0.4,25.5,0,0,26,1,0,0,19365116.89359,-1.5015783781337
"163","Gary Harris","harriga01",17839286,540,158,114,14,1.6,9.3,1.8,0.1,-2.7,-0.3,0.487,1.6,9.7,0.2,15.1,0,0,25,1,0,0,7226749.64714887,1.6648538412902
"164","Joe Harris","harrijo01",7670000,823,263,125,16,2,12.4,3.4,0.1,-0.5,0.7,0.579,3.3,11.1,0.1,17.9,0,0,28,0,1,0,12016882.2751216,-0.201919296442665
"165","Shaquille Harrison","harrish01",898310,170,64,38,13,1,16.8,1,0.1,1.6,0.4,0.515,4.8,9.2,0.3,18.1,1,0,26,1,0,0,7365566.7277972,-0.258254625021279
"166","Tobias Harris","harrito02",31034483,1220,429,196,35,3.1,16.8,5.5,0.1,0.7,1.5,0.528,2.7,7.9,0.2,23.6,0,1,27,1,0,0,20255994.6509262,1.17440842822853
"167","Isaiah Hartenstein","harteis01",1416852,107,90,18,12,0.4,18.7,1.1,0.2,0.6,0.2,0.657,11.4,16.8,0.4,14.8,1,0,21,1,0,0,839455.411631812,0.787692770535733
"168","Josh Hart","hartjo01",1934160,559,353,92,20,3.2,11.9,2.7,0.1,-0.5,0.6,0.531,3.6,11.1,0.2,15.3,1,0,24,1,0,0,11626088.0807486,-0.78678112922845
"169","Udonis Haslem","hasleud01",2564753,5,8,1,0,-0.2,3,0,0,-12.8,-0.1,0.167,0,0,0.7,16.3,0,0,39,0,0,1,13427415.6790579,-0.988610244964906
"170","Jaxson Hayes","hayesja02",4862040,420,223,51,53,-0.1,17.9,3.4,0.2,0.1,0.5,0.662,9,11.6,0.7,15.1,1,0,19,1,0,0,3281884.6568847,0.804849991709904
"171","Gordon Hayward","haywago01",32700690,727,279,176,17,2.1,17.8,4.6,0.2,2.5,1.6,0.563,3.2,10.8,0.2,20.9,0,1,29,0,1,0,16771192.5040475,1.88891137104906
"172","John Henson","hensojo01",9732396,209,158,52,42,1.7,17.5,1.4,0.1,1.3,0.5,0.579,8.5,15.8,0.3,16.3,0,0,29,0,1,0,8042925.43159022,0.631100479162011
"173","Dewan Hernandez","hernade01",898310,4,7,0,0,0,4.2,0,0,-21.3,-0.1,0.2,19.6,14.5,0.4,26.8,1,0,23,1,0,0,9831144.99432885,-0.631419745004624
"174","Juan Hernangómez","hernaju01",3321030,259,171,38,9,0.4,10.5,0.9,0.1,-3.3,-0.2,0.494,5.5,10.3,0.3,15.7,1,0,24,1,0,0,6236208.18655408,0.184691821046305
"175","Willy Hernangómez","hernawi01",1676735,187,123,28,7,-0.3,19.3,0.8,0.1,0,0.2,0.55,12.1,15.4,0.4,22.9,1,0,25,1,0,0,8136142.53275516,-0.287481241956325
"176","Tyler Herro","herroty01",3640200,603,186,91,7,0.3,11.4,0.9,0,-2.3,-0.1,0.507,1.3,11.3,0.1,22,1,0,20,1,0,0,10796741.064797,-0.46970878956701
"177","Mario Hezonja","hezonma01",1737145,198,155,38,8,-0.6,8.7,0.6,0,-3.3,-0.2,0.484,3.6,14.9,0.3,13.7,0,0,24,1,0,0,6874886.5658346,-0.089807515854305
"178","Buddy Hield","hieldbu01",4861208,1235,298,193,17,1.9,16.2,3,0.1,1.3,1.6,0.544,3.1,11.8,0.1,27.1,1,0,27,1,0,0,20540986.2179608,-1.80740739023881
"179","George Hill","hillge01",9133907,496,153,150,4,3.2,17.7,5.1,0.2,3.5,1.5,0.638,4.3,11.6,0.2,15.8,0,0,33,0,0,1,10992148.5746081,0.117538602641279
"180","Solomon Hill","hillso01",13258781,279,147,94,7,0.2,10.1,1.3,0.1,-1.7,0.1,0.522,2.9,15,0.2,13.2,0,0,28,0,1,0,7926721.98852087,1.04462323625062
"181","Aaron Holiday","holidaa01",2239200,526,126,183,12,2.6,12.3,1.8,0.1,-1.5,0.2,0.488,1.7,12.4,0.1,19.4,1,0,23,1,0,0,10321271.4249343,-0.555047934069034
"182","Jrue Holiday","holidjr01",26131111,1019,253,364,42,5.7,17,3.3,0.1,1.7,1.7,0.514,3.8,13.6,0.2,24.7,0,1,29,0,1,0,19895361.9358602,0.678449480150922
"183","Justin Holiday","holidju01",4767000,517,200,87,38,4.2,12.6,3.8,0.1,1.5,1.4,0.581,2.1,8,0.1,13.5,0,0,30,0,1,0,10582257.6075239,-0.310731907200125
"184","Rondae Hollis-Jefferson","holliro01",2500000,367,243,88,22,2.8,15.4,3.1,0.2,0.5,0.6,0.475,11,12.2,0.4,17.2,0,0,25,1,0,0,9243382.78795286,-0.362627458385711
"185","Richaun Holmes","holmeri01",4767000,484,314,37,52,2.2,20.8,4.6,0.2,1.8,1,0.654,11.5,11.8,0.3,16,0,0,26,1,0,0,7714372.97973332,0.123322255977309
